"date","dewey_nom","n"
"1839","Sciences",92
"1839","Techniques",246
"1840","Arts et loisirs",108
"1840","Économie et société",223
"1840","Généralités",64
"1840","Histoire et géographie",384
"1840","Langues",30
"1840","Littérature",425
"1840","N/A",94
"1840","Philosophie et psychologie",24
"1840","Religion",17
"1840","Sciences",97
"1840","Techniques",219
"1841","Arts et loisirs",121
"1841","Économie et société",243
"1841","Généralités",78
"1841","Histoire et géographie",345
"1841","Langues",27
"1841","Littérature",421
"1841","N/A",85
"1841","Philosophie et psychologie",18
"1841","Religion",33
"1841","Sciences",104
"1841","Techniques",266
"1842","Arts et loisirs",193
"1842","Économie et société",245
"1842","Généralités",70
"1842","Histoire et géographie",316
"1842","Langues",42
"1842","Littérature",531
"1842","N/A",99
"1842","Philosophie et psychologie",23
"1842","Religion",40
"1842","Sciences",75
"1842","Techniques",245
"1843","Arts et loisirs",124
"1843","Économie et société",230
"1843","Généralités",74
"1843","Histoire et géographie",351
"1843","Langues",35
"1843","Littérature",332
"1843","N/A",106
"1843","Philosophie et psychologie",25
"1843","Religion",24
"1843","Sciences",91
"1843","Techniques",290
"1844","Arts et loisirs",127
"1844","Économie et société",299
"1844","Généralités",59
"1844","Histoire et géographie",275
"1844","Langues",19
"1844","Littérature",492
"1844","N/A",120
"1844","Philosophie et psychologie",27
"1844","Religion",39
"1844","Sciences",92
"1844","Techniques",282
"1845","Arts et loisirs",148
"1845","Économie et société",285
"1845","Généralités",56
"1845","Histoire et géographie",334
"1845","Langues",33
"1845","Littérature",489
"1845","N/A",113
"1845","Philosophie et psychologie",26
"1845","Religion",50
"1845","Sciences",97
"1845","Techniques",265
"1846","Arts et loisirs",139
"1846","Économie et société",227
"1846","Généralités",63
"1846","Histoire et géographie",285
"1846","Langues",52
"1846","Littérature",479
"1846","N/A",97
"1846","Philosophie et psychologie",15
"1846","Religion",45
"1846","Sciences",83
"1846","Techniques",237
"1847","Arts et loisirs",153
"1847","Économie et société",290
"1847","Généralités",52
"1847","Histoire et géographie",345
"1847","Langues",32
"1847","Littérature",457
"1847","N/A",113
"1847","Philosophie et psychologie",17
"1847","Religion",50
"1847","Sciences",91
"1847","Techniques",250
"1848","Arts et loisirs",77
"1848","Économie et société",961
"1848","Généralités",81
"1848","Histoire et géographie",606
"1848","Langues",26
"1848","Littérature",439
"1848","N/A",83
"1848","Philosophie et psychologie",44
"1848","Religion",54
"1848","Sciences",83
"1848","Techniques",194
"1849","Arts et loisirs",107
"1849","Économie et société",524
"1849","Généralités",68
"1849","Histoire et géographie",358
"1849","Langues",28
"1849","Littérature",327
"1849","N/A",77
"1849","Philosophie et psychologie",12
"1849","Religion",25
"1849","Sciences",78
"1849","Techniques",243
"1850","Arts et loisirs",145
"1850","Économie et société",358
"1850","Généralités",72
"1850","Histoire et géographie",373
"1850","Langues",41
"1850","Littérature",454
"1850","N/A",91
"1850","Philosophie et psychologie",18
"1850","Religion",40
"1850","Sciences",97
"1850","Techniques",253
"1851","Arts et loisirs",141
"1851","Économie et société",338
"1851","Généralités",63
"1851","Histoire et géographie",350
"1851","Langues",36
"1851","Littérature",466
"1851","N/A",127
"1851","Philosophie et psychologie",21
"1851","Religion",35
"1851","Sciences",90
"1851","Techniques",234
"1852","Arts et loisirs",189
"1852","Économie et société",222
"1852","Généralités",63
"1852","Histoire et géographie",320
"1852","Langues",47
"1852","Littérature",519
"1852","N/A",143
"1852","Philosophie et psychologie",15
"1852","Religion",33
"1852","Sciences",98
"1852","Techniques",307
"1853","Arts et loisirs",287
"1853","Économie et société",304
"1853","Généralités",80
"1853","Histoire et géographie",464
"1853","Langues",71
"1853","Littérature",608
"1853","N/A",164
"1853","Philosophie et psychologie",9
"1853","Religion",43
"1853","Sciences",115
"1853","Techniques",304
"1854","Arts et loisirs",232
"1854","Économie et société",272
"1854","Généralités",82
"1854","Histoire et géographie",481
"1854","Langues",32
"1854","Littérature",596
"1854","N/A",180
"1854","Philosophie et psychologie",22
"1854","Religion",37
"1854","Sciences",140
"1854","Techniques",391
"1855","Arts et loisirs",220
"1855","Économie et société",288
"1855","Généralités",74
"1855","Histoire et géographie",404
"1855","Langues",30
"1855","Littérature",501
"1855","N/A",169
"1855","Philosophie et psychologie",19
"1855","Religion",56
"1855","Sciences",105
"1855","Techniques",342
"1856","Arts et loisirs",202
"1856","Économie et société",274
"1856","Généralités",67
"1856","Histoire et géographie",472
"1856","Langues",61
"1856","Littérature",590
"1856","N/A",187
"1856","Philosophie et psychologie",16
"1856","Religion",52
"1856","Sciences",109
"1856","Techniques",337
"1857","Arts et loisirs",155
"1857","Économie et société",225
"1857","Généralités",94
"1857","Histoire et géographie",411
"1857","Langues",24
"1857","Littérature",694
"1857","N/A",185
"1857","Philosophie et psychologie",13
"1857","Religion",54
"1857","Sciences",106
"1857","Techniques",333
"1858","Arts et loisirs",183
"1858","Économie et société",245
"1858","Généralités",82
"1858","Histoire et géographie",467
"1858","Langues",45
"1858","Littérature",654
"1858","N/A",197
"1858","Philosophie et psychologie",23
"1858","Religion",43
"1858","Sciences",100
"1858","Techniques",366
"1859","Arts et loisirs",233
"1859","Économie et société",269
"1859","Généralités",107
"1859","Histoire et géographie",492
"1859","Langues",49
"1859","Littérature",633
"1859","N/A",200
"1859","Philosophie et psychologie",27
"1859","Religion",40
"1859","Sciences",109
"1859","Techniques",319
"1860","Arts et loisirs",219
"1860","Économie et société",263
"1860","Généralités",121
"1860","Histoire et géographie",555
"1860","Langues",38
"1860","Littérature",802
"1860","N/A",240
"1860","Philosophie et psychologie",23
"1860","Religion",68
"1860","Sciences",109
"1860","Techniques",384
"1861","Arts et loisirs",183
"1861","Économie et société",334
"1861","Généralités",96
"1861","Histoire et géographie",502
"1861","Langues",49
"1861","Littérature",761
"1861","N/A",258
"1861","Philosophie et psychologie",25
"1861","Religion",66
"1861","Sciences",141
"1861","Techniques",416
"1862","Arts et loisirs",203
"1862","Économie et société",387
"1862","Généralités",74
"1862","Histoire et géographie",494
"1862","Langues",35
"1862","Littérature",802
"1862","N/A",232
"1862","Philosophie et psychologie",20
"1862","Religion",61
"1862","Sciences",127
"1862","Techniques",388
"1863","Arts et loisirs",161
"1863","Économie et société",314
"1863","Généralités",106
"1863","Histoire et géographie",490
"1863","Langues",45
"1863","Littérature",749
"1863","N/A",293
"1863","Philosophie et psychologie",34
"1863","Religion",69
"1863","Sciences",142
"1863","Techniques",412
"1864","Arts et loisirs",185
"1864","Économie et société",305
"1864","Généralités",86
"1864","Histoire et géographie",442
"1864","Langues",43
"1864","Littérature",648
"1864","N/A",265
"1864","Philosophie et psychologie",38
"1864","Religion",83
"1864","Sciences",146
"1864","Techniques",434
"1865","Arts et loisirs",186
"1865","Économie et société",319
"1865","Généralités",55
"1865","Histoire et géographie",615
"1865","Langues",69
"1865","Littérature",723
"1865","N/A",261
"1865","Philosophie et psychologie",91
"1865","Religion",75
"1865","Sciences",152
"1865","Techniques",456
"1866","Arts et loisirs",170
"1866","Économie et société",299
"1866","Généralités",60
"1866","Histoire et géographie",726
"1866","Langues",50
"1866","Littérature",878
"1866","N/A",235
"1866","Philosophie et psychologie",18
"1866","Religion",74
"1866","Sciences",136
"1866","Techniques",464
"1867","Arts et loisirs",207
"1867","Économie et société",328
"1867","Généralités",84
"1867","Histoire et géographie",803
"1867","Langues",36
"1867","Littérature",807
"1867","N/A",239
"1867","Philosophie et psychologie",8
"1867","Religion",52
"1867","Sciences",244
"1867","Techniques",478
"1868","Arts et loisirs",166
"1868","Économie et société",409
"1868","Généralités",43
"1868","Histoire et géographie",755
"1868","Langues",41
"1868","Littérature",857
"1868","N/A",232
"1868","Philosophie et psychologie",25
"1868","Religion",59
"1868","Sciences",156
"1868","Techniques",420
"1869","Arts et loisirs",180
"1869","Économie et société",473
"1869","Généralités",55
"1869","Histoire et géographie",760
"1869","Langues",47
"1869","Littérature",700
"1869","N/A",224
"1869","Philosophie et psychologie",18
"1869","Religion",72
"1869","Sciences",158
"1869","Techniques",458
"1870","Arts et loisirs",152
"1870","Économie et société",554
"1870","Généralités",57
"1870","Histoire et géographie",641
"1870","Langues",30
"1870","Littérature",537
"1870","N/A",155
"1870","Philosophie et psychologie",13
"1870","Religion",49
"1870","Sciences",96
"1870","Techniques",358
"1871","Arts et loisirs",87
"1871","Économie et société",646
"1871","Généralités",40
"1871","Histoire et géographie",1140
"1871","Langues",17
"1871","Littérature",467
"1871","N/A",138
"1871","Philosophie et psychologie",20
"1871","Religion",31
"1871","Sciences",45
"1871","Techniques",171
"1872","Arts et loisirs",153
"1872","Économie et société",602
"1872","Généralités",46
"1872","Histoire et géographie",743
"1872","Langues",48
"1872","Littérature",754
"1872","N/A",253
"1872","Philosophie et psychologie",15
"1872","Religion",47
"1872","Sciences",118
"1872","Techniques",379
"1873","Arts et loisirs",135
"1873","Économie et société",426
"1873","Généralités",35
"1873","Histoire et géographie",551
"1873","Langues",43
"1873","Littérature",704
"1873","N/A",260
"1873","Philosophie et psychologie",17
"1873","Religion",48
"1873","Sciences",139
"1873","Techniques",463
"1874","Arts et loisirs",144
"1874","Économie et société",451
"1874","Généralités",43
"1874","Histoire et géographie",555
"1874","Langues",53
"1874","Littérature",773
"1874","N/A",236
"1874","Philosophie et psychologie",23
"1874","Religion",48
"1874","Sciences",120
"1874","Techniques",527
"1875","Arts et loisirs",160
"1875","Économie et société",454
"1875","Généralités",53
"1875","Histoire et géographie",802
"1875","Langues",54
"1875","Littérature",793
"1875","N/A",252
"1875","Philosophie et psychologie",43
"1875","Religion",39
"1875","Sciences",143
"1875","Techniques",465
"1876","Arts et loisirs",99
"1876","Économie et société",464
"1876","Généralités",43
"1876","Histoire et géographie",708
"1876","Langues",14
"1876","Littérature",959
"1876","N/A",211
"1876","Philosophie et psychologie",31
"1876","Religion",76
"1876","Sciences",134
"1876","Techniques",419
"1877","Arts et loisirs",107
"1877","Économie et société",490
"1877","Généralités",49
"1877","Histoire et géographie",643
"1877","Langues",18
"1877","Littérature",1036
"1877","N/A",169
"1877","Philosophie et psychologie",38
"1877","Religion",85
"1877","Sciences",125
"1877","Techniques",490
"1878","Arts et loisirs",165
"1878","Économie et société",391
"1878","Généralités",67
"1878","Histoire et géographie",622
"1878","Langues",13
"1878","Littérature",865
"1878","N/A",212
"1878","Philosophie et psychologie",20
"1878","Religion",70
"1878","Sciences",125
"1878","Techniques",428
"1879","Arts et loisirs",129
"1879","Économie et société",467
"1879","Généralités",42
"1879","Histoire et géographie",677
"1879","Langues",12
"1879","Littérature",880
"1879","N/A",186
"1879","Philosophie et psychologie",26
"1879","Religion",75
"1879","Sciences",134
"1879","Techniques",494
"1880","Arts et loisirs",111
"1880","Économie et société",585
"1880","Généralités",57
"1880","Histoire et géographie",666
"1880","Langues",13
"1880","Littérature",891
"1880","N/A",190
"1880","Philosophie et psychologie",35
"1880","Religion",72
"1880","Sciences",139
"1880","Techniques",428
"1881","Arts et loisirs",116
"1881","Économie et société",463
"1881","Généralités",46
"1881","Histoire et géographie",596
"1881","Langues",16
"1881","Littérature",816
"1881","N/A",215
"1881","Philosophie et psychologie",35
"1881","Religion",46
"1881","Sciences",176
"1881","Techniques",491
"1882","Arts et loisirs",115
"1882","Économie et société",417
"1882","Généralités",44
"1882","Histoire et géographie",495
"1882","Langues",11
"1882","Littérature",804
"1882","N/A",173
"1882","Philosophie et psychologie",42
"1882","Religion",48
"1882","Sciences",174
"1882","Techniques",437
"1883","Arts et loisirs",113
"1883","Économie et société",344
"1883","Généralités",54
"1883","Histoire et géographie",672
"1883","Langues",17
"1883","Littérature",800
"1883","N/A",242
"1883","Philosophie et psychologie",38
"1883","Religion",60
"1883","Sciences",132
"1883","Techniques",482
"1884","Arts et loisirs",119
"1884","Économie et société",362
"1884","Généralités",49
"1884","Histoire et géographie",615
"1884","Langues",10
"1884","Littérature",889
"1884","N/A",215
"1884","Philosophie et psychologie",33
"1884","Religion",58
"1884","Sciences",138
"1884","Techniques",470
"1885","Arts et loisirs",97
"1885","Économie et société",458
"1885","Généralités",92
"1885","Histoire et géographie",574
"1885","Langues",7
"1885","Littérature",781
"1885","N/A",242
"1885","Philosophie et psychologie",41
"1885","Religion",47
"1885","Sciences",155
"1885","Techniques",383
"1886","Arts et loisirs",102
"1886","Économie et société",470
"1886","Généralités",38
"1886","Histoire et géographie",695
"1886","Langues",14
"1886","Littérature",675
"1886","N/A",235
"1886","Philosophie et psychologie",54
"1886","Religion",62
"1886","Sciences",148
"1886","Techniques",431
"1887","Arts et loisirs",108
"1887","Économie et société",398
"1887","Généralités",48
"1887","Histoire et géographie",629
"1887","Langues",8
"1887","Littérature",752
"1887","N/A",251
"1887","Philosophie et psychologie",37
"1887","Religion",46
"1887","Sciences",103
"1887","Techniques",355
"1888","Arts et loisirs",117
"1888","Économie et société",360
"1888","Généralités",35
"1888","Histoire et géographie",753
"1888","Langues",11
"1888","Littérature",785
"1888","N/A",316
"1888","Philosophie et psychologie",40
"1888","Religion",47
"1888","Sciences",111
"1888","Techniques",405
"1889","Arts et loisirs",119
"1889","Économie et société",450
"1889","Généralités",66
"1889","Histoire et géographie",767
"1889","Langues",10
"1889","Littérature",747
"1889","N/A",319
"1889","Philosophie et psychologie",43
"1889","Religion",62
"1889","Sciences",135
"1889","Techniques",424
"1890","Arts et loisirs",152
"1890","Économie et société",389
"1890","Généralités",49
"1890","Histoire et géographie",674
"1890","Langues",14
"1890","Littérature",679
"1890","N/A",278
"1890","Philosophie et psychologie",42
"1890","Religion",55
"1890","Sciences",88
"1890","Techniques",455
"1891","Arts et loisirs",101
"1891","Économie et société",346
"1891","Généralités",55
"1891","Histoire et géographie",588
"1891","Langues",7
"1891","Littérature",584
"1891","N/A",309
"1891","Philosophie et psychologie",37
"1891","Religion",67
"1891","Sciences",126
"1891","Techniques",461
"1892","Arts et loisirs",98
"1892","Économie et société",369
"1892","Généralités",57
"1892","Histoire et géographie",500
"1892","Langues",10
"1892","Littérature",588
"1892","N/A",266
"1892","Philosophie et psychologie",50
"1892","Religion",99
"1892","Sciences",136
"1892","Techniques",514
"1893","Arts et loisirs",97
"1893","Économie et société",379
"1893","Généralités",52
"1893","Histoire et géographie",501
"1893","Langues",10
"1893","Littérature",522
"1893","N/A",287
"1893","Philosophie et psychologie",39
"1893","Religion",55
"1893","Sciences",190
"1893","Techniques",397
"1894","Arts et loisirs",80
"1894","Économie et société",383
"1894","Généralités",59
"1894","Histoire et géographie",475
"1894","Langues",6
"1894","Littérature",642
"1894","N/A",351
"1894","Philosophie et psychologie",59
"1894","Religion",86
"1894","Sciences",139
"1894","Techniques",543
"1895","Arts et loisirs",94
"1895","Économie et société",397
"1895","Généralités",55
"1895","Histoire et géographie",469
"1895","Langues",7
"1895","Littérature",603
"1895","N/A",262
"1895","Philosophie et psychologie",53
"1895","Religion",76
"1895","Sciences",126
"1895","Techniques",408
"1896","Arts et loisirs",81
"1896","Économie et société",423
"1896","Généralités",44
"1896","Histoire et géographie",527
"1896","Langues",9
"1896","Littérature",560
"1896","N/A",332
"1896","Philosophie et psychologie",52
"1896","Religion",80
"1896","Sciences",105
"1896","Techniques",404
"1897","Arts et loisirs",101
"1897","Économie et société",406
"1897","Généralités",47
"1897","Histoire et géographie",463
"1897","Langues",9
"1897","Littérature",518
"1897","N/A",346
"1897","Philosophie et psychologie",55
"1897","Religion",87
"1897","Sciences",143
"1897","Techniques",444
"1898","Arts et loisirs",125
"1898","Économie et société",393
"1898","Généralités",52
"1898","Histoire et géographie",495
"1898","Langues",6
"1898","Littérature",524
"1898","N/A",336
"1898","Philosophie et psychologie",57
"1898","Religion",63
"1898","Sciences",100
"1898","Techniques",418
"1899","Arts et loisirs",195
"1899","Économie et société",417
"1899","Généralités",58
"1899","Histoire et géographie",416
"1899","Langues",5
"1899","Littérature",450
"1899","N/A",238
"1899","Philosophie et psychologie",42
"1899","Religion",64
"1899","Sciences",86
"1899","Techniques",422
"1900","Arts et loisirs",130
"1900","Économie et société",521
"1900","Généralités",92
"1900","Histoire et géographie",488
"1900","Langues",13
"1900","Littérature",552
"1900","N/A",266
"1900","Philosophie et psychologie",59
"1900","Religion",89
"1900","Sciences",99
"1900","Techniques",561
"1901","Arts et loisirs",93
"1901","Économie et société",346
"1901","Généralités",39
"1901","Histoire et géographie",498
"1901","Langues",14
"1901","Littérature",480
"1901","N/A",209
"1901","Philosophie et psychologie",71
"1901","Religion",63
"1901","Sciences",72
"1901","Techniques",469
"1902","Arts et loisirs",92
"1902","Économie et société",361
"1902","Généralités",66
"1902","Histoire et géographie",396
"1902","Langues",8
"1902","Littérature",498
"1902","N/A",181
"1902","Philosophie et psychologie",43
"1902","Religion",71
"1902","Sciences",102
"1902","Techniques",544
"1903","Arts et loisirs",86
"1903","Économie et société",305
"1903","Généralités",42
"1903","Histoire et géographie",386
"1903","Langues",12
"1903","Littérature",549
"1903","N/A",195
"1903","Philosophie et psychologie",85
"1903","Religion",75
"1903","Sciences",95
"1903","Techniques",458
"1904","Arts et loisirs",125
"1904","Économie et société",337
"1904","Généralités",40
"1904","Histoire et géographie",362
"1904","Langues",15
"1904","Littérature",570
"1904","N/A",175
"1904","Philosophie et psychologie",73
"1904","Religion",79
"1904","Sciences",91
"1904","Techniques",405
"1905","Arts et loisirs",122
"1905","Économie et société",330
"1905","Généralités",58
"1905","Histoire et géographie",419
"1905","Langues",12
"1905","Littérature",596
"1905","N/A",168
"1905","Philosophie et psychologie",49
"1905","Religion",83
"1905","Sciences",101
"1905","Techniques",395
"1906","Arts et loisirs",121
"1906","Économie et société",353
"1906","Généralités",76
"1906","Histoire et géographie",393
"1906","Langues",10
"1906","Littérature",573
"1906","N/A",141
"1906","Philosophie et psychologie",51
"1906","Religion",64
"1906","Sciences",91
"1906","Techniques",329
"1907","Arts et loisirs",69
"1907","Économie et société",277
"1907","Généralités",45
"1907","Histoire et géographie",306
"1907","Langues",12
"1907","Littérature",499
"1907","N/A",159
"1907","Philosophie et psychologie",74
"1907","Religion",58
"1907","Sciences",85
"1907","Techniques",291
"1908","Arts et loisirs",100
"1908","Économie et société",323
"1908","Généralités",63
"1908","Histoire et géographie",355
"1908","Langues",8
"1908","Littérature",510
"1908","N/A",145
"1908","Philosophie et psychologie",70
"1908","Religion",63
"1908","Sciences",77
"1908","Techniques",287
"1909","Arts et loisirs",116
"1909","Économie et société",294
"1909","Généralités",51
"1909","Histoire et géographie",358
"1909","Langues",11
"1909","Littérature",551
"1909","N/A",171
"1909","Philosophie et psychologie",55
"1909","Religion",59
"1909","Sciences",75
"1909","Techniques",321
"1910","Arts et loisirs",106
"1910","Économie et société",306
"1910","Généralités",45
"1910","Histoire et géographie",351
"1910","Langues",9
"1910","Littérature",574
"1910","N/A",224
"1910","Philosophie et psychologie",62
"1910","Religion",66
"1910","Sciences",84
"1910","Techniques",313
"1911","Arts et loisirs",93
"1911","Économie et société",296
"1911","Généralités",42
"1911","Histoire et géographie",332
"1911","Langues",9
"1911","Littérature",579
"1911","N/A",200
"1911","Philosophie et psychologie",51
"1911","Religion",47
"1911","Sciences",76
"1911","Techniques",296
"1912","Arts et loisirs",88
"1912","Économie et société",261
"1912","Généralités",42
"1912","Histoire et géographie",364
"1912","Langues",13
"1912","Littérature",591
"1912","N/A",196
"1912","Philosophie et psychologie",44
"1912","Religion",48
"1912","Sciences",90
"1912","Techniques",270
"1913","Arts et loisirs",95
"1913","Économie et société",309
"1913","Généralités",49
"1913","Histoire et géographie",342
"1913","Langues",12
"1913","Littérature",597
"1913","N/A",209
"1913","Philosophie et psychologie",43
"1913","Religion",42
"1913","Sciences",93
"1913","Techniques",233
"1914","Arts et loisirs",60
"1914","Économie et société",247
"1914","Généralités",31
"1914","Histoire et géographie",275
"1914","Langues",4
"1914","Littérature",450
"1914","N/A",207
"1914","Philosophie et psychologie",33
"1914","Religion",37
"1914","Sciences",65
"1914","Techniques",212
"1915","Arts et loisirs",26
"1915","Économie et société",170
"1915","Généralités",13
"1915","Histoire et géographie",207
"1915","Langues",2
"1915","Littérature",105
"1915","N/A",56
"1915","Philosophie et psychologie",11
"1915","Religion",21
"1915","Sciences",35
"1915","Techniques",88
"1916","Arts et loisirs",24
"1916","Économie et société",204
"1916","Généralités",20
"1916","Histoire et géographie",237
"1916","Langues",2
"1916","Littérature",95
"1916","N/A",75
"1916","Philosophie et psychologie",17
"1916","Religion",41
"1916","Sciences",35
"1916","Techniques",105
"1917","Arts et loisirs",24
"1917","Économie et société",209
"1917","Généralités",23
"1917","Histoire et géographie",198
"1917","Langues",2
"1917","Littérature",135
"1917","N/A",80
"1917","Philosophie et psychologie",29
"1917","Religion",20
"1917","Sciences",30
"1917","Techniques",114
"1918","Arts et loisirs",22
"1918","Économie et société",192
"1918","Généralités",17
"1918","Histoire et géographie",195
"1918","Langues",1
"1918","Littérature",172
"1918","N/A",84
"1918","Philosophie et psychologie",24
"1918","Religion",19
"1918","Sciences",30
"1918","Techniques",76
"1919","Arts et loisirs",40
"1919","Économie et société",160
"1919","Généralités",67
"1919","Histoire et géographie",250
"1919","Langues",2
"1919","Littérature",170
"1919","N/A",90
"1919","Philosophie et psychologie",22
"1919","Religion",16
"1919","Sciences",35
"1919","Techniques",110
"1920","Arts et loisirs",44
"1920","Économie et société",256
"1920","Généralités",24
"1920","Histoire et géographie",475
"1920","Langues",3
"1920","Littérature",147
"1920","N/A",98
"1920","Philosophie et psychologie",37
"1920","Religion",36
"1920","Sciences",53
"1920","Techniques",169
"1921","Arts et loisirs",35
"1921","Économie et société",171
"1921","Généralités",20
"1921","Histoire et géographie",222
"1921","Langues",7
"1921","Littérature",147
"1921","N/A",98
"1921","Philosophie et psychologie",22
"1921","Religion",15
"1921","Sciences",37
"1921","Techniques",118
"1922","Arts et loisirs",56
"1922","Économie et société",186
"1922","Généralités",34
"1922","Histoire et géographie",235
"1922","Langues",2
"1922","Littérature",158
"1922","N/A",132
"1922","Philosophie et psychologie",10
"1922","Religion",20
"1922","Sciences",47
"1922","Techniques",127
"1923","Arts et loisirs",44
"1923","Économie et société",165
"1923","Généralités",27
"1923","Histoire et géographie",226
"1923","Langues",3
"1923","Littérature",155
"1923","N/A",123
"1923","Philosophie et psychologie",20
"1923","Religion",23
"1923","Sciences",32
"1923","Techniques",106
"1924","Arts et loisirs",79
"1924","Économie et société",142
"1924","Généralités",23
"1924","Histoire et géographie",244
"1924","Langues",6
"1924","Littérature",170
"1924","N/A",98
"1924","Philosophie et psychologie",10
"1924","Religion",19
"1924","Sciences",22
"1924","Techniques",59
"1925","Arts et loisirs",59
"1925","Économie et société",148
"1925","Généralités",38
"1925","Histoire et géographie",249
"1925","Langues",5
"1925","Littérature",237
"1925","N/A",110
"1925","Philosophie et psychologie",11
"1925","Religion",25
"1925","Sciences",28
"1925","Techniques",54
"1926","Arts et loisirs",84
"1926","Économie et société",160
"1926","Généralités",32
"1926","Histoire et géographie",288
"1926","Langues",7
"1926","Littérature",219
"1926","N/A",90
"1926","Philosophie et psychologie",14
"1926","Religion",22
"1926","Sciences",34
"1926","Techniques",55
"1927","Arts et loisirs",62
"1927","Économie et société",147
"1927","Généralités",21
"1927","Histoire et géographie",221
"1927","Langues",9
"1927","Littérature",232
"1927","N/A",110
"1927","Philosophie et psychologie",17
"1927","Religion",17
"1927","Sciences",41
"1927","Techniques",39
"1928","Arts et loisirs",63
"1928","Économie et société",143
"1928","Généralités",30
"1928","Histoire et géographie",250
"1928","Langues",8
"1928","Littérature",270
"1928","N/A",106
"1928","Philosophie et psychologie",11
"1928","Religion",21
"1928","Sciences",75
"1928","Techniques",38
"1929","Arts et loisirs",65
"1929","Économie et société",140
"1929","Généralités",14
"1929","Histoire et géographie",208
"1929","Langues",15
"1929","Littérature",166
"1929","N/A",85
"1929","Philosophie et psychologie",12
"1929","Religion",17
"1929","Sciences",40
"1929","Techniques",35
"1930","Arts et loisirs",81
"1930","Économie et société",164
"1930","Généralités",30
"1930","Histoire et géographie",257
"1930","Langues",15
"1930","Littérature",170
"1930","N/A",97
"1930","Philosophie et psychologie",21
"1930","Religion",29
"1930","Sciences",57
"1930","Techniques",36
"1931","Arts et loisirs",68
"1931","Économie et société",254
"1931","Généralités",79
"1931","Histoire et géographie",294
"1931","Langues",7
"1931","Littérature",132
"1931","N/A",86
"1931","Philosophie et psychologie",12
"1931","Religion",16
"1931","Sciences",39
"1931","Techniques",55
"1932","Arts et loisirs",32
"1932","Économie et société",152
"1932","Généralités",38
"1932","Histoire et géographie",240
"1932","Langues",8
"1932","Littérature",155
"1932","N/A",66
"1932","Philosophie et psychologie",17
"1932","Religion",22
"1932","Sciences",27
"1932","Techniques",25
"1933","Arts et loisirs",36
"1933","Économie et société",188
"1933","Généralités",27
"1933","Histoire et géographie",231
"1933","Langues",6
"1933","Littérature",141
"1933","N/A",72
"1933","Philosophie et psychologie",26
"1933","Religion",29
"1933","Sciences",29
"1933","Techniques",12
"1934","Arts et loisirs",40
"1934","Économie et société",205
"1934","Généralités",63
"1934","Histoire et géographie",237
"1934","Langues",11
"1934","Littérature",146
"1934","N/A",75
"1934","Philosophie et psychologie",29
"1934","Religion",26
"1934","Sciences",29
"1934","Techniques",26
"1935","Arts et loisirs",28
"1935","Économie et société",659
"1935","Généralités",20
"1935","Histoire et géographie",176
"1935","Langues",4
"1935","Littérature",149
"1935","N/A",49
"1935","Philosophie et psychologie",15
"1935","Religion",14
"1935","Sciences",20
"1935","Techniques",22
"1936","Arts et loisirs",25
"1936","Économie et société",526
"1936","Généralités",34
"1936","Histoire et géographie",234
"1936","Langues",5
"1936","Littérature",176
"1936","N/A",83
"1936","Philosophie et psychologie",32
"1936","Religion",13
"1936","Sciences",29
"1936","Techniques",15
"1937","Arts et loisirs",38
"1937","Économie et société",280
"1937","Généralités",21
"1937","Histoire et géographie",198
"1937","Langues",3
"1937","Littérature",428
"1937","N/A",59
"1937","Philosophie et psychologie",30
"1937","Religion",14
"1937","Sciences",43
"1937","Techniques",21
"1938","Arts et loisirs",23
"1938","Économie et société",337
"1938","Généralités",35
"1938","Histoire et géographie",163
"1938","Langues",6
"1938","Littérature",399
"1938","N/A",42
"1938","Philosophie et psychologie",28
"1938","Religion",14
"1938","Sciences",30
"1938","Techniques",14
"1939","Arts et loisirs",26
"1939","Économie et société",111
"1939","Généralités",18
"1939","Histoire et géographie",137
"1939","Langues",10
"1939","Littérature",236
"1939","N/A",48
"1939","Philosophie et psychologie",26
"1939","Religion",10
"1939","Sciences",23
"1939","Techniques",17
"1940","Arts et loisirs",14
"1940","Économie et société",47
"1940","Généralités",19
"1940","Histoire et géographie",63
"1940","Langues",1
"1940","Littérature",37
"1940","N/A",19
"1940","Philosophie et psychologie",9
"1940","Religion",8
"1940","Sciences",10
"1940","Techniques",10
"1941","Arts et loisirs",6
"1941","Économie et société",50
"1941","Généralités",4
"1941","Histoire et géographie",92
"1941","Langues",1
"1941","Littérature",78
"1941","N/A",19
"1941","Philosophie et psychologie",14
"1941","Religion",9
"1941","Sciences",11
"1941","Techniques",4
"1942","Arts et loisirs",11
"1942","Économie et société",30
"1942","Généralités",10
"1942","Histoire et géographie",83
"1942","Langues",1
"1942","Littérature",69
"1942","N/A",23
"1942","Philosophie et psychologie",7
"1942","Religion",6
"1942","Sciences",11
"1942","Techniques",4
"1943","Arts et loisirs",5
"1943","Économie et société",29
"1943","Généralités",8
"1943","Histoire et géographie",90
"1943","Langues",1
"1943","Littérature",88
"1943","N/A",26
"1943","Philosophie et psychologie",21
"1943","Religion",5
"1943","Sciences",12
"1943","Techniques",5
"1944","Arts et loisirs",11
"1944","Économie et société",32
"1944","Généralités",5
"1944","Histoire et géographie",76
"1944","Langues",1
"1944","Littérature",94
"1944","N/A",19
"1944","Philosophie et psychologie",14
"1944","Religion",5
"1944","Sciences",13
